driver_id,title,class,capabilities,manufacturerName,modelId,productId,has_driver_js,has_device_js,has_pair,meta_file,parse_error
"tuya_zigbee/other/tuya_generic","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_generic","",true,true,false,"drivers\\tuya_zigbee\\other\\tuya_generic\\driver.compose.json",""
"tuya_zigbee/other/tuya_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\tuya_standard\\driver.compose.json",""
"tuya_zigbee/other/tuya_switch-225","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_switch-225","",true,true,false,"drivers\\tuya_zigbee\\other\\tuya_switch-225\\driver.compose.json",""
"tuya_zigbee/other/tuya_switch-549","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_switch-549","",true,true,false,"drivers\\tuya_zigbee\\other\\tuya_switch-549\\driver.compose.json",""
"tuya_zigbee/plug","plug","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\plug\\driver.compose.json",""
"tuya_zigbee/plug/smart_plug_ts0001","Tuya Smart Plug TS0001","socket","onoff,measure_power,meter_power","Tuya","TS0001","TS0001",false,true,false,"drivers\\tuya_zigbee\\plug\\smart_plug_ts0001\\driver.compose.json",""
"tuya_zigbee/sensor-contact","sensor-contact","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-contact\\driver.compose.json",""
"tuya_zigbee/sensor-contact/aqara_contact-543","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_contact-543","",true,true,false,"drivers\\tuya_zigbee\\sensor-contact\\aqara_contact-543\\driver.compose.json",""
"tuya_zigbee/sensor-contact/aqara_contact-799","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_contact-799","",true,true,false,"drivers\\tuya_zigbee\\sensor-contact\\aqara_contact-799\\driver.compose.json",""
"tuya_zigbee/sensor-contact/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-contact\\assets\\driver.compose.json",""
"tuya_zigbee/sensor-contact/ikea_contact-348","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_contact-348","",true,true,false,"drivers\\tuya_zigbee\\sensor-contact\\ikea_contact-348\\driver.compose.json",""
"tuya_zigbee/sensor-contact/ikea_contact-739","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_contact-739","",true,true,false,"drivers\\tuya_zigbee\\sensor-contact\\ikea_contact-739\\driver.compose.json",""
"tuya_zigbee/sensor-contact/tuya_contact-202","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_contact-202","",true,true,false,"drivers\\tuya_zigbee\\sensor-contact\\tuya_contact-202\\driver.compose.json",""
"tuya_zigbee/sensor-contact/tuya_contact-219","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_contact-219","",true,true,false,"drivers\\tuya_zigbee\\sensor-contact\\tuya_contact-219\\driver.compose.json",""
"tuya_zigbee/sensor-gas","sensor-gas","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-gas\\driver.compose.json",""
"tuya_zigbee/sensor-gas/aqara_gas-474","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_gas-474","",true,true,false,"drivers\\tuya_zigbee\\sensor-gas\\aqara_gas-474\\driver.compose.json",""
"tuya_zigbee/sensor-gas/aqara_gas-84","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_gas-84","",true,true,false,"drivers\\tuya_zigbee\\sensor-gas\\aqara_gas-84\\driver.compose.json",""
"tuya_zigbee/sensor-gas/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-gas\\assets\\driver.compose.json",""
"tuya_zigbee/sensor-gas/ikea_gas-317","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_gas-317","",true,true,false,"drivers\\tuya_zigbee\\sensor-gas\\ikea_gas-317\\driver.compose.json",""
"tuya_zigbee/sensor-gas/ikea_gas-418","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_gas-418","",true,true,false,"drivers\\tuya_zigbee\\sensor-gas\\ikea_gas-418\\driver.compose.json",""
"tuya_zigbee/sensor-gas/tuya_gas-320","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_gas-320","",true,true,false,"drivers\\tuya_zigbee\\sensor-gas\\tuya_gas-320\\driver.compose.json",""
"tuya_zigbee/sensor-gas/tuya_gas-695","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_gas-695","",true,true,false,"drivers\\tuya_zigbee\\sensor-gas\\tuya_gas-695\\driver.compose.json",""
"tuya_zigbee/sensor-humidity","sensor-humidity","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\driver.compose.json",""
"tuya_zigbee/sensor-humidity/aqara_humidity-617","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_humidity-617","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\aqara_humidity-617\\driver.compose.json",""
"tuya_zigbee/sensor-humidity/aqara_humidity-794","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_humidity-794","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\aqara_humidity-794\\driver.compose.json",""
"tuya_zigbee/sensor-humidity/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\assets\\driver.compose.json",""
"tuya_zigbee/sensor-humidity/generic_device_sensor_humidity","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_device_sensor_humidity","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\generic_device_sensor_humidity\\driver.compose.json",""
"tuya_zigbee/sensor-humidity/generic_sensor_humidity","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_sensor_humidity","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\generic_sensor_humidity\\driver.compose.json",""
"tuya_zigbee/sensor-humidity/ikea_humidity-288","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_humidity-288","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\ikea_humidity-288\\driver.compose.json",""
"tuya_zigbee/sensor-humidity/ikea_humidity-712","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_humidity-712","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\ikea_humidity-712\\driver.compose.json",""
"tuya_zigbee/sensor-humidity/tuya_humidity-498","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_humidity-498","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\tuya_humidity-498\\driver.compose.json",""
"tuya_zigbee/sensor-humidity/tuya_humidity-86","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_humidity-86","",true,true,false,"drivers\\tuya_zigbee\\sensor-humidity\\tuya_humidity-86\\driver.compose.json",""
"tuya_zigbee/sensor-motion","sensor-motion","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\driver.compose.json",""
"tuya_zigbee/sensor-motion/aqara_motion-364","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_motion-364","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\aqara_motion-364\\driver.compose.json",""
"tuya_zigbee/sensor-motion/aqara_motion-800","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_motion-800","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\aqara_motion-800\\driver.compose.json",""
"tuya_zigbee/sensor-motion/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\assets\\driver.compose.json",""
"tuya_zigbee/sensor-motion/generic_device_sensor_motion","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_device_sensor_motion","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\generic_device_sensor_motion\\driver.compose.json",""
"tuya_zigbee/sensor-motion/generic_sensor_motion","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_sensor_motion","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\generic_sensor_motion\\driver.compose.json",""
"tuya_zigbee/sensor-motion/ikea_motion-927","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_motion-927","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\ikea_motion-927\\driver.compose.json",""
"tuya_zigbee/sensor-motion/ikea_motion-981","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_motion-981","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\ikea_motion-981\\driver.compose.json",""
"tuya_zigbee/sensor-motion/radar-24g_sensor_battery_presence","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","radar-24g_sensor_battery_presence","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\radar-24g_sensor_battery_presence\\driver.compose.json",""
"tuya_zigbee/sensor-motion/radar_24g","Tuya 24GHz Radar Motion Sensor","sensor","alarm_motion,measure_temperature,measure_humidity,measure_battery","Tuya","TS0202","TS0202",false,true,false,"drivers\\tuya_zigbee\\sensor-motion\\radar_24g\\driver.compose.json",""
"tuya_zigbee/sensor-motion/tuya_motion-299","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_motion-299","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\tuya_motion-299\\driver.compose.json",""
"tuya_zigbee/sensor-motion/tuya_motion-362","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_motion-362","",true,true,false,"drivers\\tuya_zigbee\\sensor-motion\\tuya_motion-362\\driver.compose.json",""
"tuya_zigbee/sensor-smoke","sensor-smoke","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-smoke\\driver.compose.json",""
"tuya_zigbee/sensor-smoke/aqara_smoke-458","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_smoke-458","",true,true,false,"drivers\\tuya_zigbee\\sensor-smoke\\aqara_smoke-458\\driver.compose.json",""
"tuya_zigbee/sensor-smoke/aqara_smoke-61","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_smoke-61","",true,true,false,"drivers\\tuya_zigbee\\sensor-smoke\\aqara_smoke-61\\driver.compose.json",""
"tuya_zigbee/sensor-smoke/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-smoke\\assets\\driver.compose.json",""
"tuya_zigbee/sensor-smoke/ikea_smoke-360","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_smoke-360","",true,true,false,"drivers\\tuya_zigbee\\sensor-smoke\\ikea_smoke-360\\driver.compose.json",""
"tuya_zigbee/sensor-smoke/ikea_smoke-94","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_smoke-94","",true,true,false,"drivers\\tuya_zigbee\\sensor-smoke\\ikea_smoke-94\\driver.compose.json",""
"tuya_zigbee/sensor-smoke/tuya_smoke-109","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_smoke-109","",true,true,false,"drivers\\tuya_zigbee\\sensor-smoke\\tuya_smoke-109\\driver.compose.json",""
"tuya_zigbee/sensor-smoke/tuya_smoke-927","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_smoke-927","",true,true,false,"drivers\\tuya_zigbee\\sensor-smoke\\tuya_smoke-927\\driver.compose.json",""
"tuya_zigbee/sensor-temp","sensor-temp","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\driver.compose.json",""
"tuya_zigbee/sensor-temp/aqara_temperature-561","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_temperature-561","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\aqara_temperature-561\\driver.compose.json",""
"tuya_zigbee/sensor-temp/aqara_temperature-666","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_temperature-666","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\aqara_temperature-666\\driver.compose.json",""
"tuya_zigbee/sensor-temp/aqara_thermostat-115","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_thermostat-115","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\aqara_thermostat-115\\driver.compose.json",""
"tuya_zigbee/sensor-temp/aqara_thermostat-831","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_thermostat-831","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\aqara_thermostat-831\\driver.compose.json",""
"tuya_zigbee/sensor-temp/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\assets\\driver.compose.json",""
"tuya_zigbee/sensor-temp/generic_device_sensor_temperature","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_device_sensor_temperature","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\generic_device_sensor_temperature\\driver.compose.json",""
"tuya_zigbee/sensor-temp/generic_sensor_temperature","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_sensor_temperature","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\generic_sensor_temperature\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ikea_temperature-466","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_temperature-466","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ikea_temperature-466\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ikea_temperature-892","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_temperature-892","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ikea_temperature-892\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ikea_thermostat-128","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_thermostat-128","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ikea_thermostat-128\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ikea_thermostat-39","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_thermostat-39","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ikea_thermostat-39\\driver.compose.json",""
"tuya_zigbee/sensor-temp/template_tuya_dp_thermostat","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","template_tuya_dp_thermostat","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\template_tuya_dp_thermostat\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0201","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0201","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0201\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0201_sensor_battery","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0201_sensor_battery","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0201_sensor_battery\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0201_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0201_standard","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0201_standard\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0202","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0202","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0202\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0202_sensor_battery","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0202_sensor_battery","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0202_sensor_battery\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0202_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0202_standard","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0202_standard\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0203","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0203","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0203\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0203_sensor_battery","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0203_sensor_battery","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0203_sensor_battery\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0203_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0203_standard","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0203_standard\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0205","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0205","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0205\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0205_sensor_battery","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0205_sensor_battery","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0205_sensor_battery\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0205_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0205_standard","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0205_standard\\driver.compose.json",""
"tuya_zigbee/sensor-temp/ts0601_climate-thermostat","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0601_climate-thermostat","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\ts0601_climate-thermostat\\driver.compose.json",""
"tuya_zigbee/sensor-temp/tuya_sensor_temp_hum_ts0201","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_sensor_temp_hum_ts0201","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\tuya_sensor_temp_hum_ts0201\\driver.compose.json",""
"tuya_zigbee/sensor-temp/tuya_temperature-622","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_temperature-622","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\tuya_temperature-622\\driver.compose.json",""
"tuya_zigbee/sensor-temp/tuya_temperature-779","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_temperature-779","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\tuya_temperature-779\\driver.compose.json",""
"tuya_zigbee/sensor-temp/tuya_thermostat-435","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_thermostat-435","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\tuya_thermostat-435\\driver.compose.json",""
"tuya_zigbee/sensor-temp/tuya_thermostat-825","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_thermostat-825","",true,true,false,"drivers\\tuya_zigbee\\sensor-temp\\tuya_thermostat-825\\driver.compose.json",""
"tuya_zigbee/sensor-vibration","sensor-vibration","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-vibration\\driver.compose.json",""
"tuya_zigbee/sensor-vibration/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-vibration\\assets\\driver.compose.json",""
"tuya_zigbee/sensor-water","sensor-water","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-water\\driver.compose.json",""
"tuya_zigbee/sensor-water/aqara_water-220","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_water-220","",true,true,false,"drivers\\tuya_zigbee\\sensor-water\\aqara_water-220\\driver.compose.json",""
"tuya_zigbee/sensor-water/aqara_water-237","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_water-237","",true,true,false,"drivers\\tuya_zigbee\\sensor-water\\aqara_water-237\\driver.compose.json",""
"tuya_zigbee/sensor-water/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\sensor-water\\assets\\driver.compose.json",""
"tuya_zigbee/sensor-water/ikea_water-362","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_water-362","",true,true,false,"drivers\\tuya_zigbee\\sensor-water\\ikea_water-362\\driver.compose.json",""
"tuya_zigbee/sensor-water/ikea_water-667","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_water-667","",true,true,false,"drivers\\tuya_zigbee\\sensor-water\\ikea_water-667\\driver.compose.json",""
"tuya_zigbee/sensor-water/tuya_water-264","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_water-264","",true,true,false,"drivers\\tuya_zigbee\\sensor-water\\tuya_water-264\\driver.compose.json",""
"tuya_zigbee/sensor-water/tuya_water-581","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_water-581","",true,true,false,"drivers\\tuya_zigbee\\sensor-water\\tuya_water-581\\driver.compose.json",""
"tuya_zigbee/siren","siren","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\siren\\driver.compose.json",""
"tuya_zigbee/switch","switch","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\driver.compose.json",""
"tuya_zigbee/switch/aqara_ac-294_plug","Aqara Ac-294 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_ac-294_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_contact-543_plug","Aqara Contact-543 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_contact-543_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_contact-799_plug","Aqara Contact-799 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_contact-799_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_fan-281_plug","Aqara Fan-281 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_fan-281_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_fan-459_plug","Aqara Fan-459 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_fan-459_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_gas-474_plug","Aqara Gas-474 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_gas-474_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_gas-84_plug","Aqara Gas-84 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_gas-84_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_heater-833_plug","Aqara Heater-833 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_heater-833_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_heater-898_plug","Aqara Heater-898 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_heater-898_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_humidity-617_plug","Aqara Humidity-617 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_humidity-617_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_humidity-794_plug","Aqara Humidity-794 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_humidity-794_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_motion-364_plug","Aqara Motion-364 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_motion-364_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_motion-800_plug","Aqara Motion-800 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_motion-800_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_outlet-197","Aqara Outlet-197 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_outlet-197\\driver.compose.json",""
"tuya_zigbee/switch/aqara_outlet-425","Aqara Outlet-425 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_outlet-425\\driver.compose.json",""
"tuya_zigbee/switch/aqara_power-317","Aqara Power-317 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_power-317\\driver.compose.json",""
"tuya_zigbee/switch/aqara_power-551","Aqara Power-551 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_power-551\\driver.compose.json",""
"tuya_zigbee/switch/aqara_smart-611","Aqara Smart-611 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_smart-611\\driver.compose.json",""
"tuya_zigbee/switch/aqara_smart-759","Aqara Smart-759 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_smart-759\\driver.compose.json",""
"tuya_zigbee/switch/aqara_smoke-458_plug","Aqara Smoke-458 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_smoke-458_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_smoke-61_plug","Aqara Smoke-61 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_smoke-61_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_switch-457_plug","Aqara Switch-457 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_switch-457_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_switch-883_plug","Aqara Switch-883 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_switch-883_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_temperature-561_plug","Aqara Temperature-561 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_temperature-561_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_temperature-666_plug","Aqara Temperature-666 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_temperature-666_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_thermostat-115_plug","Aqara Thermostat-115 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_thermostat-115_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_thermostat-831_plug","Aqara Thermostat-831 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_thermostat-831_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_wall-249","Aqara Wall-249 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_wall-249\\driver.compose.json",""
"tuya_zigbee/switch/aqara_wall-455","Aqara Wall-455 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_wall-455\\driver.compose.json",""
"tuya_zigbee/switch/aqara_water-220_plug","Aqara Water-220 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_water-220_plug\\driver.compose.json",""
"tuya_zigbee/switch/aqara_water-237_plug","Aqara Water-237 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\aqara_water-237_plug\\driver.compose.json",""
